	Num	Sequence	Age	Class
7699	7700	00000000010000000000 00000000010000000000 00000000010000000000 00000000100000000000 01000000000000000000 00000000000000000010 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000100000000000 00100000000000000000	38	0 0 0 0 0 1 0 0
7700	7701	00000000010000000000 00000000010000000000 00000000000000000010 00000000010000000000 00000000010000000000 01000000000000000000 00000000010000000000 01000000000000000000 01000000000000000000 00000000000010000000 00000000000000000010 00000000100000000000 00000000000000000001 00000000000001000000 00000000000100000000 00000000000100000000 01000000000000000000 00000000000000000010 01000000000000000000 00100000000000000000	29	0 0 0 0 0 0 1 0
7701	7702	00000000000000010000 00000000010000000000 00000000000000000010 00000000010000000000 10000000000000000000 00000000010000000000 00000100000000000000 00000000010000000000 00000000100000000000 00000000000000000100 00000000010000000000 00000000000000000010 00000000010000000000 00000000000001000000 00000000000001000000 00100000000000000000	35	0 0 0 0 0 0 1 0
7702	7703	01000000000000000000 00000000000000000100 00000000000100000000 01000000000000000000 00000000000000000001 00000000000001000000 01000000000000000000 00000000000001000000 00000000000000100000 01000000000000000000 00000000001000000000 01000000000000000000 00000000100000000000 00000000100000000000	29	0 0 0 0 0 0 1 0
7703	7704	00000000000000000100 00000000000100000000 01000000000000000000 00000000000000000001 00000000000001000000 01000000000000000000 00000000000000010000 00001000000000000000	25	0 0 0 0 0 0 0 1
7704	7705	00000000000000010000 00000000000001000000 00000000001000000000 01000000000000000000 00001000000000000000 00000001000000000000 00100000000000000000	39	0 0 0 0 0 1 0 0
7705	7706	00000000010000000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000001000 00000000000001000000 00000000100000000000 00000000000000010000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000000000001 00000100000000000000 00100000000000000000	26	0 0 0 0 0 0 1 0
7706	7707	00010000000000000000 00000000000001000000 00000000000001000000	50	0 0 0 0 1 0 0 0
7707	7708	00000000010000000000 00000000000001000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000010000000 00000010000000000000 00000000000010000000 00000010000000000000 00000000000010000000 00000000000000000010 00000000000010000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000100000000000 00000000010000000000 00100000000000000000	65	0 0 0 1 0 0 0 0
7708	7709	00000000000000010000 00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000 00000000000000000010 00000000000001000000 00000000000000001000 00000000000000010000 00000000000000000001 00000000000001000000 00000000100000000000 00000000000000000100 00000000000100000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000001000000 00000000100000000000 00000000000000010000 00000000000000000001 00000000000001000000 00100000000000000000	37	0 0 0 0 0 1 0 0
7709	7710	00000000000000000100 00000000000000000001 00000000000000000010 00000000001000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000001000000000000 00100000000000000000	27	0 0 0 0 0 0 1 0
7710	7711	00000000000001000000 00001000000000000000 01000000000000000000 00000000000001000000 01000000000000000000 00000000000000000010 00001000000000000000 00000000000000000010 00001000000000000000 00000000000000000001 00000000010000000000 00000000000010000000 00000100000000000000 00000001000000000000 00100000000000000000	18	0 0 0 0 0 0 0 1
7711	7712	00000000000000000100 01000000000000000000 00000000000000010000 00000000000010000000 00000000000001000000 00000000000001000000 00000000100000000000 00000000010000000000 00000000000001000000 00000000100000000000 00000000000001000000 00000001000000000000 00100000000000000000	36	0 0 0 0 0 1 0 0
7712	7713	00000000000000100000 01000000000000000000 00001000000000000000 00000000010000000000 00000000010000000000 01000000000000000000 00000000010000000000 00000000000010000000 00000000100000000000 01000000000000000000 00000000000000010000 00001000000000000000 00000000000000000100 00000000100000000000 00100000000000000000	34	0 0 0 0 0 0 1 0
7713	7714	00000000000000000001 00000000000001000000 00000000010000000000 00000000010000000000 00000000000000010000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000000000001000000 00000000000001000000 00000100000000000000 00000000000000000010 00000100000000000000 00000100000000000000 00000100000000000000 00000001000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000001000000000000 00100000000000000000	30	0 0 0 0 0 0 1 0
7714	7715	00010000000000000000 00000000010000000000 00000000000000010000 01000000000000000000 00000000000000000100 00000000000001000000 00000000001000000000 01000000000000000000 00000000000000000100 01000000000000000000	53	0 0 0 0 1 0 0 0
7715	7716	00010000000000000000 00000000000000000100 00000000000000010000 00000000000001000000 00000000000000000010 01000000000000000000 00000000001000000000 01000000000000000000 00000000100000000000 00000100000000000000 00000100000000000000	27	0 0 0 0 0 0 1 0
7716	7717	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000001000000000 01000000000000000000 00000000000000000100 00000000100000000000 00000000000001000000 01000000000000000000 00000000000000000001 00000000000001000000 00000000000000000010 00000000001000000000 00000000100000000000	26	0 0 0 0 0 0 1 0
7717	7718	00000000000000000010 00000000000001000000 00000000000000010000 00000000000001000000 00000000000000000100 00000000000000000001 00010000000000000000 00000000000001000000 00001000000000000000 00000001000000000000 00001000000000000000 00000000000000000010 00000100000000000000 00000001000000000000 00100000000000000000	38	0 0 0 0 0 1 0 0
7718	7719	00000000000001000000 01000000000000000000 01000000000000000000 00000000000000000001 00000000000000000100 00000000000100000000 01000000000000000000 00000000000001000000 00000000000000001000 01000000000000000000 00000000000000000010 00000000001000000000 01000000000000000000 00100000000000000000	38	0 0 0 0 0 1 0 0
7719	7720	00010000000000000000 01000000000000000000 00000000000000000100 00000000001000000000 01000000000000000000 00000000000001000000 00000000100000000000	26	0 0 0 0 0 0 1 0
7720	7721	00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000000000001 00000000000001000000 00000000100000000000 00000000001000000000 00000100000000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000000000000100 00000000100000000000 00100000000000000000	25	0 0 0 0 0 0 0 1
7721	7722	00000000001000000000 01000000000000000000 00000000000000000001 00000000000000010000 00000000000000000001 00000000000000000001 00000000100000000000 00000000000000000001 00000000000001000000 00000000000001000000 00100000000000000000	54	0 0 0 0 1 0 0 0
7722	7723	00000000010000000000 00000000100000000000 00000000010000000000 01000000000000000000 01000000000000000000 00000000001000000000 00000100000000000000 01000000000000000000 00000000000000000100 00000000000010000000 00000000000001000000 00000000000001000000 00000000000000000010 00000000010000000000 00000000100000000000 00000000001000000000 01000000000000000000 01000000000000000000 01000000000000000000 00000000001000000000 00000100000000000000 01000000000000000000 00000000000000000001 00000000000000000010 00000000000000010000 00000000100000000000	25	0 0 0 0 0 0 0 1
7723	7724	00000000010000000000 00000000000000000100 01000000000000000000 00000000001000000000	25	0 0 0 0 0 0 0 1
7724	7725	00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 01000000000000000000 00000000000001000000 00000000000010000000 00000000100000000000 00000000100000000000	15	0 0 0 0 0 0 0 1
7725	7726	00010000000000000000 00000000000000000100 00000000000000000001 00000000000000000010 00000000000000000001 00000000000001000000 00000000100000000000 00000000000000000001 00000000000001000000 00000000100000000000 00000000000000000001 00000000000001000000 00000000000000001000 00000000000001000000 00000000100000000000 00000100000000000000	44	0 0 0 0 0 1 0 0
7726	7727	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000010 00000000000000001000 00000000001000000000 01000000000000000000 00000000000000000100	27	0 0 0 0 0 0 1 0
7727	7728	00000000001000000000 01000000000000000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000000000000010 00000000010000000000 00000000010000000000 00100000000000000000	45	0 0 0 0 0 1 0 0
7728	7729	00000000000001000000 01000000000000000000 00000000100000000000 00000000100000000000 00000000100000000000 00100000000000000000	35	0 0 0 0 0 0 1 0
7729	7730	00000000000000000100 00000000001000000000 00000000000000000100 01000000000000000000 00000000000100000000 00000000000000001000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000010000000 00000000000001000000 00000000000000000100 00000000000000000100 00000100000000000000 01000000000000000000 00000000000001000000 01000000000000000000 00000000000000000010 00000000000000000001 00000000000001000000 00000000000001000000	32	0 0 0 0 0 0 1 0
7730	7731	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000001000000000 01000000000000000000 00000000000000000100 00000000000001000000	24	0 0 0 0 0 0 0 1
7731	7732	00000000000001000000 00000000000001000000 00000000000001000000 00000000000000001000 00000000000001000000 01000000000000000000 00000000001000000000 00000000000000000010 00000100000000000000	29	0 0 0 0 0 0 1 0
7732	7733	00000000010000000000 00000000100000000000 00000000100000000000 00000000010000000000 00000000000100000000 00000000000001000000 00000000000001000000 00000100000000000000 00000000010000000000 00010000000000000000 00000000100000000000 00100000000000000000	22	0 0 0 0 0 0 0 1
7733	7734	00000000001000000000 00000000000000000100 01000000000000000000 00000000000010000000 00001000000000000000 00000000000000001000 01000000000000000000 00000000010000000000 00000000000010000000 00000000000001000000 00000000000010000000 00000000000000000010 00000000000000010000 00000000000010000000 00000000010000000000 00000000010000000000 00000000000000000010 00010000000000000000 00000000100000000000 00001000000000000000 00000001000000000000 00001000000000000000	29	0 0 0 0 0 0 1 0
7734	7735	00010000000000000000 01000000000000000000 00000000001000000000 00000000010000000000 00000000100000000000 00000100000000000000	36	0 0 0 0 0 1 0 0
7735	7736	00010000000000000000 00000000010000000000 00000000000001000000	20	0 0 0 0 0 0 0 1
7736	7737	00000000000001000000 01000000000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00100000000000000000	26	0 0 0 0 0 0 1 0
7737	7738	01000000000000000000 00000000000000000100 01000000000000000000 00000000000000000001 00000000000100000000 01000000000000000000 01000000000000000000 00000000100000000000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000000100000000 01000000000000000000 00000000100000000000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000000100000000 01000000000000000000 00000000100000000000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000001 00000000100000000000 00000000000000001000 00000000010000000000 01000000000000000000 01000000000000000000 00000000001000000000	28	0 0 0 0 0 0 1 0
7738	7739	00000000000000000001 00000000000001000000 00000000000000000010 00000000000000000001 00000000000000000010 00000000000001000000 00000100000000000000 00000100000000000000 00000001000000000000 00100000000000000000	15	0 0 0 0 0 0 0 1
7739	7740	00000000010000000000 00000000000001000000 00000000000001000000 00010000000000000000 00000000000001000000 00000000000001000000 00000000100000000000 00100000000000000000	15	0 0 0 0 0 0 0 1
7740	7741	00000000000010000000 00000000000001000000 01000000000000000000 00000000001000000000 00000000000000001000 00000000000010000000 00000000000001000000 01000000000000000000 00000000001000000000 00000000100000000000 00000000000000000100 01000000000000000000 00000000000000000010 00100000000000000000	27	0 0 0 0 0 0 1 0
7741	7742	00000000000000100000 00000000100000000000 01000000000000000000 00000000010000000000 00000000100000000000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000010000000 00000000001000000000 01000000000000000000 00000000100000000000 00100000000000000000	40	0 0 0 0 0 1 0 0
7742	7743	00000000000000000001 00000000000001000000 00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000100000000000 00100000000000000000	50	0 0 0 0 1 0 0 0
7743	7744	00000000000000000100 01000000000000000000 00000000000100000000 00000000000000000010 00000000001000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000	73	0 0 1 0 0 0 0 0
7744	7745	00010000000000000000 00000001000000000000 00010000000000000000 00000000000000000100 00000000000001000000 00000000100000000000	59	0 0 0 1 0 0 0 0
7745	7746	00000000001000000000 01000000000000000000 00000000000000000010 00000000000001000000 00000000000100000000 00000000010000000000 00000000000000000010 00000000010000000000 00100000000000000000	54	0 0 0 0 1 0 0 0
7746	7747	00010000000000000000 00000001000000000000 00010000000000000000 00000000000001000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000100 00000000100000000000	27	0 0 0 0 0 0 1 0
7747	7748	00000000010000000000 00000000000000000010 00000000000000010000 00000000010000000000 00000000010000000000 00000000010000000000 00000000000001000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000100000000000 00000000000000000010 00000000010000000000 00000000000010000000 00000000100000000000 00000000000000010000 00000000000001000000 00000000000001000000 01000000000000000000 01000000000000000000 00000000000000001000 00000000100000000000 00100000000000000000	40	0 0 0 0 0 1 0 0
7748	7749	00000000000001000000 00000000100000000000 00000000010000000000 00010000000000000000 00000000010000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00010000000000000000 00000000100000000000 00000000010000000000 00000000000001000000 00000100000000000000 00000001000000000000 00100000000000000000	26	0 0 0 0 0 0 1 0
7749	7750	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000100 00000000000000000001	23	0 0 0 0 0 0 0 1
7750	7751	00000000000000000100 00000000010000000000 00000000000010000000 00000000100000000000 00100000000000000000	23	0 0 0 0 0 0 0 1
7751	7752	00000000001000000000 01000000000000000000 00000000000000000001 00000000000000000010 00000000000001000000 00000000000100000000 00000000000001000000 01000000000000000000 00000000000000000100 00000100000000000000 00000100000000000000 00000100000000000000 00000000000001000000 00000000001000000000 01000000000000000000 00000000000000000001	17	0 0 0 0 0 0 0 1
7752	7753	01000000000000000000 00000000000000000100 01000000000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000001000000000000 00000100000000000000 00000100000000000000 00000001000000000000 00000100000000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000010000000 00000000000001000000 00000000100000000000 00000100000000000000 00000001000000000000 00000100000000000000 00000000000000000010 00010000000000000000 00000001000000000000 00100000000000000000	37	0 0 0 0 0 1 0 0
7753	7754	01000000000000000000 00000000000000000001 00000000000100000000 01000000000000000000 00000000000000000001 00000000000001000000	47	0 0 0 0 1 0 0 0
7754	7755	00000000000000000100 00000000000000000001 00000000000100000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000001000000000 00000000100000000000 00000000100000000000 00000000100000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000100000000000 00000000100000000000 00100000000000000000	42	0 0 0 0 0 1 0 0
7755	7756	00010000000000000000 01000000000000000000 00000000010000000000 01000000000000000000 00000000001000000000 00000000000100000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000001000000000 00000000000000001000 00000000000000000001 00000000100000000000	51	0 0 0 0 1 0 0 0
7756	7757	00010000000000000000 00000000000000100000 00000000001000000000 01000000000000000000 00000000000000000010 00000000000001000000	29	0 0 0 0 0 0 1 0
7757	7758	00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000000100000000000 00000000000001000000 00100000000000000000	20	0 0 0 0 0 0 0 1
7758	7759	00000000000001000000 00000000000000000010 00000000010000000000 00000000010000000000 00100000000000000000	47	0 0 0 0 1 0 0 0
7759	7760	00000000100000000000 01000000000000000000 00000000000000000010 00000000010000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000000000000001 00000000010000000000 00000000100000000000 00000000000010000000 00000000000001000000 00000000100000000000 00000000100000000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000010000000000 00000010000000000000 00000000000000000001 00000000000001000000 00100000000000000000	32	0 0 0 0 0 0 1 0
7760	7761	00010000000000000000 00000000000001000000 00000100000000000000 00000100000000000000	32	0 0 0 0 0 0 1 0
7761	7762	00010000000000000000 00000000000000000100 00000000000000000010 00000000001000000000 00000000000000000100 01000000000000000000 00000000000000000001 00000000001000000000 01000000000000000000 00000100000000000000 00000000000001000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000100000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000	45	0 0 0 0 0 1 0 0
7762	7763	00000000001000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000000001000000 00000000000000001000 01000000000000000000 00000000000000000001 00000000000000001000 00000000100000000000 01000000000000000000 00000000001000000000 00000000100000000000	31	0 0 0 0 0 0 1 0
7763	7764	00010000000000000000 00000000001000000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000	35	0 0 0 0 0 0 1 0
7764	7765	00000000000010000000 00000000010000000000 01000000000000000000 00000000000001000000 00000000001000000000 00000100000000000000 01000000000000000000 00000000000000000010 00000000000000000100 00000000000000010000 00000000010000000000 01000000000000000000 00000000000000000100 00000000100000000000 00000000000000000010 01000000000000000000 00000000000000010000 00000000010000000000 00000000000000000010 00000000100000000000	48	0 0 0 0 1 0 0 0
7765	7766	00000000010000000000 00000000100000000000 00000000010000000000 00000000010000000000 00000000000000000010 00000000000001000000 00000000100000000000 00000000010000000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000010000000000 00100000000000000000	24	0 0 0 0 0 0 0 1
7766	7767	00010000000000000000 00000000010000000000 01000000000000000000 00000000000000000001 00000000000001000000	20	0 0 0 0 0 0 0 1
7767	7768	00010000000000000000 00000000001000000000 01000000000000000000 00000000001000000000 01000000000000000000 01000000000000000000 00000000001000000000 00000000000000001000 00000000001000000000 00000000000000000100 01000000000000000000 00000100000000000000	20	0 0 0 0 0 0 0 1
7768	7769	00000000000000000100 00000000000000000010 00000100000000000000 00000000000000000010 00000000000000000001 00001000000000000000 00000001000000000000 00100000000000000000	25	0 0 0 0 0 0 0 1
7769	7770	00000000001000000000 01000000000000000000 00000000000000000010 00000000000001000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000010000000000 00100000000000000000	29	0 0 0 0 0 0 1 0
7770	7771	00000000010000000000 00000000010000000000 00000000000010000000 00000000010000000000 00000000100000000000 00000000000010000000 00000000100000000000 00000000010000000000 00000000100000000000 00000000000000000001 00000000010000000000 01000000000000000000 00100000000000000000	31	0 0 0 0 0 0 1 0
7771	7772	00000000100000000000 00000000000000000001 00000000000000000001 00000000000001000000 00000001000000000000 00010000000000000000 00000001000000000000 00100000000000000000	40	0 0 0 0 0 1 0 0
7772	7773	00001000000000000000 00000001000000000000 00001000000000000000 00000000000000000100 01000000000000000000 00010000000000000000 00000000100000000000 00000000000001000000 00000000100000000000 00010000000000000000 00000000010000000000 00000000000010000000	36	0 0 0 0 0 1 0 0
7773	7774	00000000001000000000 00000100000000000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000100000000000 01000000000000000000 00000000001000000000 00000000100000000000 00000000000000001000 00000000001000000000 00000100000000000000 01000000000000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000000100 00000000001000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000100000000000	28	0 0 0 0 0 0 1 0
7774	7775	00010000000000000000 00000001000000000000 00010000000000000000 00000000010000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000001000000000 01000000000000000000	24	0 0 0 0 0 0 0 1
7775	7776	00010000000000000000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000100000000000 00000000100000000000 00100000000000000000	26	0 0 0 0 0 0 1 0
7776	7777	00000000000000100000 00000100000000000000	51	0 0 0 0 1 0 0 0
7777	7778	00000000000000000100 01000000000000000000 00000000000000010000 00000000000001000000 00000000100000000000 00000000010000000000 00000000010000000000 00000000010000000000 00000000010000000000 00100000000000000000	25	0 0 0 0 0 0 0 1
7778	7779	00000000000000000100 00000000000000000001 00000000100000000000 00010000000000000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000000001 00000000000001000000 00000000010000000000 00000000100000000000 00000100000000000000 00000000010000000000 01000000000000000000 00000000001000000000 00000000000000000010 00000000001000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000000001 00000000000000000001 00000000000001000000 00000000100000000000 00100000000000000000	27	0 0 0 0 0 0 1 0
7779	7780	00000000000000000100 01000000000000000000 00000000010000000000 00000000010000000000 00000000000100000000 00000000000001000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000000000000010 00000000010000000000 00000000100000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000	36	0 0 0 0 0 1 0 0
7780	7781	00000000010000000000 00010000000000000000 00000000010000000000 00000000010000000000 00000000100000000000 00100000000000000000	35	0 0 0 0 0 0 1 0
7781	7782	00000000000000000001 00001000000000000000 00000000000001000000 01000000000000000000 01000000000000000000 00000000000001000000 00000000000000000010 00000000000010000000 00100000000000000000	42	0 0 0 0 0 1 0 0
7782	7783	00000000000000100000 00000000100000000000 00000000000000000001 00000000100000000000 00000000000000000001 00000000000000000001 00000000000001000000 00100000000000000000	36	0 0 0 0 0 1 0 0
7783	7784	00010000000000000000 00000000000000000010 00000000001000000000 00000100000000000000 01000000000000000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000000000001 00000000000001000000 00000000000000000100 00000000000000100000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000100000000000 00000100000000000000 00000000100000000000	40	0 0 0 0 0 1 0 0
7784	7785	00010000000000000000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000001 00000000001000000000 00000000010000000000 00000000100000000000 00000100000000000000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000000001 00000000000000000100 00000000100000000000 01000000000000000000 00000000001000000000 00000000000000000100 00000000100000000000 00000100000000000000	27	0 0 0 0 0 0 1 0
7785	7786	00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000100 00000000000000000010 00000000001000000000 00000000000000000100 00000000100000000000 00100000000000000000	28	0 0 0 0 0 0 1 0
7786	7787	00000000000000000001 00000000000000000001 00000000000000000010 00000000010000000000 00000000100000000000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000001000000000 01000000000000000000 00000000100000000000 00001000000000000000 00000001000000000000 00100000000000000000	24	0 0 0 0 0 0 0 1
7787	7788	00000000000010000000 00000000000001000000 00000000000000000010 00000000000000000001 00001000000000000000 00000000010000000000 00001000000000000000 00000000100000000000 00001000000000000000 00000001000000000000 00100000000000000000	28	0 0 0 0 0 0 1 0
7788	7789	00000000000000100000 01000000000000000000 00000000000000000010 00000000000001000000 00000000000100000000 01000000000000000000 00000000000000000010 00000000000001000000 00000000100000000000 00100000000000000000	20	0 0 0 0 0 0 0 1
7789	7790	00000000100000000000 00010000000000000000 00000000000000010000 00000000100000000000 00000000100000000000 00000000000010000000 00000000000001000000 00000000100000000000 00000000100000000000 01000000000000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000100000000000 00100000000000000000	55	0 0 0 0 1 0 0 0
7790	7791	00000000010000000000 00000000010000000000 00000100000000000000 00000000000100000000 00000100000000000000 00000000010000000000 00000000000000000010 00000000000000000100 00000100000000000000 01000000000000000000 00000000100000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000000010 00000000000001000000 00000000000000000010 01000000000000000000 00000000000001000000 00000000100000000000 00100000000000000000	32	0 0 0 0 0 0 1 0
7791	7792	00000000000001000000 00000000000001000000 00100000000000000000	25	0 0 0 0 0 0 0 1
7792	7793	00000000000000010000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000100000000 01000000000000000000 01000000000000000000 00100000000000000000	28	0 0 0 0 0 0 1 0
7793	7794	00000000000001000000 00100000000000000000	23	0 0 0 0 0 0 0 1
7794	7795	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000100000000000	25	0 0 0 0 0 0 0 1
7795	7796	00000000000001000000 00000000000000010000 00000000000001000000 00000000000100000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000001000000 00000000000000000010 00000000010000000000 00000000100000000000 00000000010000000000 00000000000001000000 00000000010000000000 00000000000001000000 00000000100000000000 00100000000000000000	24	0 0 0 0 0 0 0 1
7796	7797	00000000000001000000 00000000000000000010 00000000000001000000 00000000000000000010 00000000000001000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000000001 00000000000001000000 00000100000000000000	23	0 0 0 0 0 0 0 1
7797	7798	00010000000000000000 00000000001000000000 00000100000000000000 00000000000100000000 00000100000000000000 01000000000000000000 00000000000001000000 00000000000000000010 00000000000001000000 00000100000000000000 00000001000000000000 00000100000000000000	51	0 0 0 0 1 0 0 0
7798	7799	00000000010000000000 00000000010000000000 00000000000010000000 00000000010000000000 00000000100000000000 00000000010000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000010000000000 00000000000010000000 00000000000000001000 00000000000001000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000001000000000 00100000000000000000	27	0 0 0 0 0 0 1 0
7799	7800	00000000001000000000 01000000000000000000 00000000000000000001 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000010000000000 00000000000000000010 00000000000010000000 00000000000001000000 00000000100000000000 00000000000000000010 00000000000010000000 00000000010000000000 00000000000010000000 00000000100000000000 00000000100000000000 00000000000000001000 00000000001000000000 00000000100000000000	26	0 0 0 0 0 0 1 0
7800	7801	00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000000000001000000 00000000000000000100	27	0 0 0 0 0 0 1 0
7801	7802	00000000010000000000 00000000010000000000 00000000010000000000 00000000010000000000 00100000000000000000	83	0 1 0 0 0 0 0 0
7802	7803	01000000000000000000 00000000000000010000 00000000000001000000 00000000000001000000 00000000000000001000 01000000000000000000 00000000000001000000 00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000 00000000000001000000 00000000000000001000 00000000000001000000 00000000100000000000 00000000000000000001 00000000000001000000 00000000100000000000	36	0 0 0 0 0 1 0 0
7803	7804	00000000000000000100 01000000000000000000 00000000001000000000 00000000000000000100 01000000000000000000 00000000000000000001 00000000000000000010 00000000000000010000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000	24	0 0 0 0 0 0 0 1
7804	7805	01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000001000000 00000000000000000010 00000000000001000000 00000100000000000000 00000000100000000000 00000000000000010000 00000000000001000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000010000000 00000000100000000000 00000000000100000000 01000000000000000000 00000000010000000000 00000000010000000000 00000000000001000000 01000000000000000000 00000000000000000100 00000000000000010000 00000000000001000000 00000000100000000000 00100000000000000000	32	0 0 0 0 0 0 1 0
7805	7806	00000000001000000000 01000000000000000000 00000000000000000010 00000000000010000000 00000000000001000000 00000000010000000000 00000000000001000000 00100000000000000000	18	0 0 0 0 0 0 0 1
